Timestamp,Stored energy [MWh],SoC [-],Charge [MWh],Discharge [MWh],Day-ahead buy [MWh],Day-ahead sell [MWh],FCR Capacity [MW],aFRR Capacity POS [MW],aFRR Capacity NEG [MW]
2024-01-02 21:15:00,9.0,0.9,0.19742,0.0,0.19742,0.0,2.4008,0.72735,0.0
2024-01-02 21:30:00,9.0,0.9,0.18611,0.0,0.18611,0.0,2.4008,0.72735,0.0
2024-01-02 21:45:00,9.0,0.9,0.17434,0.0,0.17434,0.0,2.4008,0.72735,0.0
2024-01-02 22:00:00,9.0,0.9,0.19503,0.0,0.19503,0.0,2.4008,0.72735,0.0
2024-01-02 22:15:00,9.0,0.9,0.18274,0.0,0.18274,0.0,2.4008,0.72735,0.0
2024-01-02 22:30:00,9.0,0.9,0.17014,0.0,0.17014,0.0,2.4008,0.72735,0.0
2024-01-02 22:45:00,9.0,0.9,0.1573,0.0,0.1573,0.0,2.4008,0.72735,0.0
2024-01-02 23:00:00,9.0,0.9,0.24694,0.0,0.24694,0.0,2.4008,0.72735,0.0
2024-01-02 23:15:00,9.0,0.9,0.23472,0.0,0.23472,0.0,2.4008,0.72735,0.0
2024-01-02 23:30:00,9.0,0.9,0.22242,0.0,0.22242,0.0,2.4008,0.72735,0.0
2024-01-02 23:45:00,9.0,0.9,0.21009,0.0,0.21009,0.0,2.4008,0.72735,0.0
2024-01-03 00:00:00,9.0,0.9,0.20009,0.0,0.20009,0.0,2.28444,0.7401,0.0
2024-01-03 00:15:00,9.0,0.9,0.18824,0.0,0.18824,0.0,2.28444,0.7401,0.0
2024-01-03 00:30:00,9.0,0.9,0.17651,0.0,0.17651,0.0,2.28444,0.7401,0.0
2024-01-03 00:45:00,9.0,0.9,0.16495,0.0,0.16495,0.0,2.28444,0.7401,0.0
2024-01-03 01:00:00,9.0,0.9,0.15859,0.0,0.15859,0.0,2.28444,0.7401,0.0
2024-01-03 01:15:00,9.0,0.9,0.14761,0.0,0.14761,0.0,2.28444,0.7401,0.0
2024-01-03 01:30:00,9.0,0.9,0.13698,0.0,0.13698,0.0,2.28444,0.7401,0.0
2024-01-03 01:45:00,9.0,0.9,0.12676,0.0,0.12676,0.0,2.28444,0.7401,0.0
2024-01-03 02:00:00,9.0,0.9,0.11937,0.0,0.11937,0.0,2.28444,0.7401,0.0
2024-01-03 02:15:00,9.0,0.9,0.11012,0.0,0.11012,0.0,2.28444,0.7401,0.0
2024-01-03 02:30:00,9.0,0.9,0.10141,0.0,0.10141,0.0,2.28444,0.7401,0.0
2024-01-03 02:45:00,9.0,0.9,0.09329,0.0,0.09329,0.0,2.28444,0.7401,0.0
2024-01-03 03:00:00,9.0,0.9,0.08726,0.0,0.08726,0.0,2.28444,0.7401,0.0
2024-01-03 03:15:00,9.0,0.9,0.08043,0.0,0.08043,0.0,2.28444,0.7401,0.0
2024-01-03 03:30:00,9.0,0.9,0.07428,0.0,0.07428,0.0,2.28444,0.7401,0.0
2024-01-03 03:45:00,9.0,0.9,0.06885,0.0,0.06885,0.0,2.28444,0.7401,0.0
2024-01-03 04:00:00,8.9966,0.89966,0.0,0.00344,0.0,0.00344,2.49686,0.70607,0.0
2024-01-03 04:15:00,8.9889,0.89889,0.0,0.0077,0.0,0.0077,2.49686,0.70607,0.0
2024-01-03 04:30:00,8.9778,0.89778,0.0,0.01108,0.0,0.01108,2.49686,0.70607,0.0
2024-01-03 04:45:00,8.9642,0.89642,0.0,0.01357,0.0,0.01357,2.49686,0.70607,0.0
2024-01-03 05:00:00,8.9424,0.89424,0.0,0.02179,0.0,0.02179,2.49686,0.70607,0.0
2024-01-03 05:15:00,8.92,0.892,0.0,0.02243,0.0,0.02243,2.49686,0.70607,0.0
2024-01-03 05:30:00,8.8977,0.88977,0.0,0.02226,0.0,0.02226,2.49686,0.70607,0.0
2024-01-03 05:45:00,8.8764,0.88764,0.0,0.02132,0.0,0.02132,2.49686,0.70607,0.0
2024-01-03 06:00:00,8.7279,0.87279,0.0,0.14853,0.0,0.14853,2.49686,0.70607,0.0
2024-01-03 06:15:00,8.5853,0.85853,0.0,0.14253,0.0,0.14253,2.49686,0.70607,0.0
2024-01-03 06:30:00,8.4494,0.84494,0.0,0.13591,0.0,0.13591,2.49686,0.70607,0.0
2024-01-03 06:45:00,8.3207,0.83207,0.0,0.1287,0.0,0.1287,2.49686,0.70607,0.0
2024-01-03 07:00:00,8.1579,0.81579,0.0,0.1628,0.0,0.1628,2.49686,0.70607,0.0
2024-01-03 07:15:00,8.0046,0.80046,0.0,0.15331,0.0,0.15331,2.49686,0.70607,0.0
2024-01-03 07:30:00,7.8613,0.78613,0.0,0.14333,0.0,0.14333,2.49686,0.70607,0.0
2024-01-03 07:45:00,7.7284,0.77284,0.0,0.13288,0.0,0.13288,2.49686,0.70607,0.0
2024-01-03 08:00:00,7.4029,0.74029,0.0,0.32551,0.0,0.32551,2.65381,0.52896,0.0
2024-01-03 08:15:00,7.0949,0.70949,0.0,0.30807,0.0,0.30807,2.65381,0.52896,0.0
2024-01-03 08:30:00,6.8046,0.68046,0.0,0.2902,0.0,0.2902,2.65381,0.52896,0.0
2024-01-03 08:45:00,6.5327,0.65327,0.0,0.27197,0.0,0.27197,2.65381,0.52896,0.0
2024-01-03 09:00:00,6.2622,0.62622,0.0,0.27046,0.0,0.27046,2.65381,0.52896,0.0
2024-01-03 09:15:00,6.011,0.6011,0.0,0.25116,0.0,0.25116,2.65381,0.52896,0.0
2024-01-03 09:30:00,5.7794,0.57794,0.0,0.23166,0.0,0.23166,2.65381,0.52896,0.0
2024-01-03 09:45:00,5.5674,0.55674,0.0,0.21201,0.0,0.21201,2.65381,0.52896,0.0
2024-01-03 10:00:00,5.4085,0.54085,0.0,0.15891,0.0,0.15891,2.65381,0.52896,0.0
2024-01-03 10:15:00,5.2682,0.52682,0.0,0.14028,0.0,0.14028,2.65381,0.52896,0.0
2024-01-03 10:30:00,5.1465,0.51465,0.0,0.12172,0.0,0.12172,2.65381,0.52896,0.0
2024-01-03 10:45:00,5.0432,0.50432,0.0,0.10329,0.0,0.10329,2.65381,0.52896,0.0
2024-01-03 11:00:00,4.9763,0.49763,0.0,0.06682,0.0,0.06682,2.65381,0.52896,0.0
2024-01-03 11:15:00,4.9268,0.49268,0.0,0.04955,0.0,0.04955,2.65381,0.52896,0.0
2024-01-03 11:30:00,4.8942,0.48942,0.0,0.03264,0.0,0.03264,2.65381,0.52896,0.0
2024-01-03 11:45:00,4.878,0.4878,0.0,0.01615,0.0,0.01615,2.65381,0.52896,0.0
2024-01-03 12:00:00,4.9789,0.49789,0.10091,0.0,0.10091,0.0,2.73902,0.72038,0.0
2024-01-03 12:15:00,5.091,0.5091,0.11204,0.0,0.11204,0.0,2.73902,0.72038,0.0
2024-01-03 12:30:00,5.2136,0.52136,0.12268,0.0,0.12268,0.0,2.73902,0.72038,0.0
2024-01-03 12:45:00,5.3464,0.53464,0.13277,0.0,0.13277,0.0,2.73902,0.72038,0.0
2024-01-03 13:00:00,5.4885,0.54885,0.14209,0.0,0.14209,0.0,2.73902,0.72038,0.0
2024-01-03 13:15:00,5.6394,0.56394,0.15091,0.0,0.15091,0.0,2.73902,0.72038,0.0
2024-01-03 13:30:00,5.7984,0.57984,0.15904,0.0,0.15904,0.0,2.73902,0.72038,0.0
2024-01-03 13:45:00,5.9649,0.59649,0.16642,0.0,0.16642,0.0,2.73902,0.72038,0.0
2024-01-03 14:00:00,6.1057,0.61057,0.14085,0.0,0.14085,0.0,2.73902,0.72038,0.0
2024-01-03 14:15:00,6.2536,0.62536,0.14784,0.0,0.14784,0.0,2.73902,0.72038,0.0
2024-01-03 14:30:00,6.4075,0.64075,0.15395,0.0,0.15395,0.0,2.73902,0.72038,0.0
2024-01-03 14:45:00,6.5667,0.65667,0.15916,0.0,0.15916,0.0,2.73902,0.72038,0.0
2024-01-03 15:00:00,6.6854,0.66854,0.11876,0.0,0.11876,0.0,2.73902,0.72038,0.0
2024-01-03 15:15:00,6.8092,0.68092,0.12375,0.0,0.12375,0.0,2.73902,0.72038,0.0
2024-01-03 15:30:00,6.9369,0.69369,0.12774,0.0,0.12774,0.0,2.73902,0.72038,0.0
2024-01-03 15:45:00,7.0676,0.70676,0.13073,0.0,0.13073,0.0,2.73902,0.72038,0.0
2024-01-03 16:00:00,7.1868,0.71868,0.11919,0.0,0.11919,0.0,2.37741,0.69683,0.0
2024-01-03 16:15:00,7.3072,0.73072,0.12033,0.0,0.12033,0.0,2.37741,0.69683,0.0
2024-01-03 16:30:00,7.4276,0.74276,0.12048,0.0,0.12048,0.0,2.37741,0.69683,0.0
